Id,Probability
1,0.5063309982565213
2,0.2584489551849383
3,0.1614987549556747
4,0.43313840059854236
5,0.61359013381731
6,0.20100463716219494
7,0.34670533917877644
8,0.3257812280337594
9,0.04478310499167565
10,0.45278008008565784
11,0.1046788803176898
12,0.18730374265944402
13,0.08257102385486187
14,0.36434551594011644
15,0.36376884778570884
16,0.132467998210391
17,0.21335155050799795
18,0.14528128965763942
19,0.6720520603916039
20,0.49570961262379803
21,0.08975514915532891
22,0.12751001972828294
23,0.06872242289552057
24,0.8736276302693097
25,0.4466764315839073
26,0.13725086374234535
27,0.6021749517381971
28,0.06394765401191334
29,0.359121504943934
30,0.12050897801713133
31,0.3974551721231066
32,0.06760924297879488
33,0.12800902286479132
34,0.443822502471631
35,0.7851951025238465
36,0.42514159687443964
37,0.3125830588665536
38,0.10140452711304049
39,0.12647709074192623
40,0.21796923744839558
41,0.5169736390794233
42,0.7836216146480153
43,0.6158102871919141
44,0.09148396709660733
45,0.2368546856456232
46,0.03254550296624901
47,0.03409187804651464
48,0.15902796292616783
49,0.12320942794241714
50,0.20042380247236774
51,0.13991685464783168
52,0.15154266961517598
53,0.09504162800159385
54,0.4168735693038456
55,0.20269377596856725
56,0.467170986010111
57,0.05008409520852653
58,0.48712588674327956
59,0.5270210671738202
60,0.48138967433038005
61,0.11461779227661184
62,0.07486950588739401
63,0.19949083210350135
64,0.10562387454367718
65,0.16422939615404272
66,0.1653761035299079
67,0.16212086724817812
68,0.6512687004413984
69,0.07288992507321984
70,0.926966201318886
71,0.13990395046730214
72,0.5298212177613272
73,0.0723063440315423
74,0.7630686093282457
75,0.1359401535411109
76,0.3217685726931041
77,0.5327017702134661
78,0.37985301779294967
79,0.16314472964252744
80,0.18196821904073052
81,0.09628182418625221
82,0.13495425768275507
83,0.23368644114982595
84,0.09060649841375318
85,0.14547763608274084
86,0.13141223614587477
87,0.37808841497467627
88,0.09341294025507649
89,0.24224700988158593
90,0.15165305714988095
91,0.2557848306808437
92,0.15260072101823602
93,0.1210361296192495
94,0.17794390177656497
95,0.07167378321810088
96,0.20024477663541818
97,0.2348781177974148
98,0.541065473030298
99,0.12192550986175282
100,0.132799807584499
101,0.38950218640397694
102,0.4905684311205256
103,0.05472589237918128
104,0.3802640304890444
105,0.4351967980753493
106,0.15942947757200673
107,0.8428058948396443
108,0.1599278211342889
109,0.08937252463009772
110,0.20473894097678336
111,0.13178355747481701
112,0.2232552095166444
113,0.2356619442921149
114,0.9157774253763435
115,0.6052344589321157
116,0.14156456552978539
117,0.039962242754081695
118,0.568456931415929
119,0.14660950720178256
120,0.0927187415201146
121,0.09677970543633506
122,0.30485284469363894
123,0.09831859663917243
124,0.6494001704998016
125,0.09506986567511932
126,0.152175342633449
127,0.04561016868505471
128,0.15814719086179038
129,0.04533502981051824
130,0.379352198630113
131,0.2444387201867224
132,0.49668968873960345
133,0.06418375212848486
134,0.5926876251360985
135,0.5104261167191215
136,0.08396549913554799
137,0.7513705824605862
138,0.3369636632047801
139,0.07331847087961868
140,0.12637943962074055
141,0.04838974258319162
142,0.14912946491509835
143,0.050917493627314785
144,0.15979834712135493
145,0.8161018532594387
146,0.11144786627554523
147,0.05131400868964265
148,0.5470594864118233
149,0.06836674789952063
150,0.31973019509670375
151,0.03953545739758654
152,0.1031132815272008
153,0.05818699139082218
154,0.10913546521968459
155,0.1812674508014257
156,0.19588980828151087
157,0.3830504689793806
158,0.05353570550666391
159,0.48660081841299513
160,0.19167369146226762
161,0.05173156763003889
162,0.13050338623194613
163,0.13313601776825412
164,0.40837880821083056
165,0.12792080571189776
166,0.1488322992343053
167,0.7441012172149556
168,0.19424449678619987
169,0.7390677999011993
170,0.11029055664549353
171,0.044643105591167256
172,0.17971157227104495
173,0.16865034137250656
174,0.35120522387423064
175,0.15117447533259734
176,0.8258847309197563
177,0.20220655899026543
178,0.4785949099079233
179,0.13265695134552755
180,0.12388453575157811
181,0.3920721049552406
182,0.0810930685974835
183,0.13689364667593426
184,0.13871067097375853
185,0.6344100687491664
186,0.03581899130035814
187,0.08966953361043509
188,0.19178107901620575
189,0.4285051837332346
190,0.20633229964717678
191,0.16172808680899983
192,0.29971792209869524
193,0.13155859773927664
194,0.3655290164705802
195,0.13395091917925517
196,0.26368936887930017
197,0.09761715284352901
198,0.11691069578103107
199,0.08295146493945336
200,0.08845612762450106
201,0.48218786916842893
202,0.2033879453416237
203,0.7671877337698774
204,0.3411080394097036
205,0.1396707042877492
206,0.053036097213908284
207,0.11303120389720965
208,0.0692175328451026
209,0.4682466033715991
210,0.03518544981029027
211,0.5271974894623539
212,0.19857737158426614
213,0.17014377787087265
214,0.07066539846458329
215,0.13922264013328284
216,0.48932212645983497
217,0.09939085713169199
218,0.5490330403987723
219,0.13228463942953592
220,0.03666313817326887
221,0.16629182509882434
222,0.1447937970867428
223,0.1314414549142507
224,0.10304833375787689
225,0.1441481357196263
226,0.4511827657989073
227,0.119359063386168
228,0.4585137470041943
229,0.5481553104208837
230,0.6613212994572768
231,0.5549410620436829
232,0.1432180825624716
233,0.1281684601117356
234,0.10986975170775497
235,0.05124506259122387
236,0.7109318224671545
237,0.17869811413821693
238,0.03394075518688929
239,0.1354354414291383
240,0.1784081611402463
241,0.3524257384139522
242,0.09166774717525575
243,0.08439812145528353
244,0.19432913265567447
245,0.5546461454671686
246,0.14263834158371938
247,0.3542321207791113
248,0.0689459002599238
249,0.1175016464393679
250,0.8165063488637522
